id,dates,cardinal_points,region,city,latitude,longitude,category,commodity,unit,price_flag,price_type,currency,price,usd_price
624,9/15/2017,West,Misrata,Zliten,32.46756363,14.56564045,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,1.75,0.3804
671,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.1369
672,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Couscous,KG,actual,Retail,LYD,4,0.8694
673,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.5,0.326
674,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.5,0.5434
675,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
676,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.5,0.326
677,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,10,2.1736
678,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.69,1.0194
679,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,10.45,2.2714
680,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,32,6.9554
681,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,1.76,0.3825
682,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,3.75,0.8151
683,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
684,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,miscellaneous food,Sugar,KG,actual,Retail,LYD,3.5,0.7607
685,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,6.75,1.4672
686,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5.5,1.1955
687,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1,0.2174
688,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,oil and fats,Oil (vegetable),L,actual,Retail,LYD,4,0.8694
689,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.5,0.5434
690,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.5,0.5434
691,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,3,0.6521
692,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,vegetables and fruits,Onions,KG,actual,Retail,LYD,2,0.4347
693,10/15/2017,East,Al Jabal Al Akhdar,Albayda,32.760952,21.75771713,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,1.5,0.326
719,10/15/2017,East,Ejdabia,Ejdabia,30.75500298,20.22332573,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,10.5,2.2822
720,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.1674
721,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Couscous,KG,actual,Retail,LYD,4,0.8694
722,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.75,0.3804
723,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.5,0.5434
724,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
725,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.5,0.326
726,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,10,2.1736
727,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,5,1.0868
728,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,12,2.6083
729,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,35,7.6074
730,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.2,0.4782
731,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,5,1.0868
732,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,19,4.1298
733,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
734,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,miscellaneous food,Sugar,KG,actual,Retail,LYD,3.5,0.7607
735,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,8,1.7388
736,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5,1.0868
737,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.25,0.2717
738,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.5,0.7607
739,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,pulses and nuts,Beans,400 G,actual,Retail,LYD,2.5,0.5434
740,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.5,0.5434
741,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,3,0.6521
742,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,vegetables and fruits,Onions,KG,actual,Retail,LYD,2,0.4347
743,10/15/2017,East,Tobruk,Tobruk,32.07743073,23.96001434,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,1.5,0.326
744,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1,0.2174
745,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Couscous,KG,actual,Retail,LYD,4.63,1.0064
746,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.5,0.326
747,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
748,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Rice,KG,actual,Retail,LYD,3.63,0.789
749,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.5,0.326
750,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,12.13,2.6365
751,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4,0.8694
752,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,9.75,2.1192
753,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,29.25,6.3577
754,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,3.63,0.789
755,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,5.25,1.1411
756,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,10.25,2.2279
757,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,miscellaneous food,Salt,KG,actual,Retail,LYD,1.13,0.2456
758,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,miscellaneous food,Sugar,KG,actual,Retail,LYD,4,0.8694
759,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,10,2.1736
760,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,3.5,0.7607
761,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1,0.2174
762,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.88,0.8433
763,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,2.63,0.5716
764,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,4.5,0.9781
765,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,vegetables and fruits,Onions,KG,actual,Retail,LYD,2.5,0.5434
766,10/15/2017,South,Ghat,Ghat,24.96262932,10.17971706,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3.13,0.6803
767,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.2717
768,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Couscous,KG,actual,Retail,LYD,5,1.0868
769,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Pasta,500 G,actual,Retail,LYD,2.25,0.4891
770,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3,0.6521
771,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Rice,KG,actual,Retail,LYD,5,1.0868
772,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2.5,0.5434
773,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,14.5,3.1517
774,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4.25,0.9238
775,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,11,2.3909
776,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,23,4.9992
777,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,6.5,1.4128
778,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,6.25,1.3585
779,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,25,5.4339
780,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,miscellaneous food,Salt,KG,actual,Retail,LYD,1.13,0.2456
781,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,miscellaneous food,Sugar,KG,actual,Retail,LYD,5,1.0868
782,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,10,2.1736
783,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,7.5,1.6302
784,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,2,0.4347
785,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,oil and fats,Oil (vegetable),L,actual,Retail,LYD,5,1.0868
786,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,pulses and nuts,Beans,400 G,actual,Retail,LYD,3,0.6521
787,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3,0.6521
788,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,4,0.8694
789,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,vegetables and fruits,Onions,KG,actual,Retail,LYD,3,0.6521
790,10/15/2017,South,Murzuq,Algatroun,24.88885117,14.53148365,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3.5,0.7607
791,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,2,0.4347
792,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Couscous,KG,actual,Retail,LYD,3,0.6521
793,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Pasta,500 G,actual,Retail,LYD,2,0.4347
794,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Potatoes,KG,actual,Retail,LYD,4,0.8694
795,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Rice,KG,actual,Retail,LYD,4,0.8694
796,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.75,0.3804
797,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,12,2.6083
798,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,4,0.8694
799,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,18.5,4.0211
800,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,23,4.9992
801,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.5,0.5434
802,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,4.75,1.0324
803,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,20,4.3471
804,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,miscellaneous food,Salt,KG,actual,Retail,LYD,1.25,0.2717
805,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,miscellaneous food,Sugar,KG,actual,Retail,LYD,5,1.0868
806,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,7,1.5215
807,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,7,1.5215
808,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,2,0.4347
809,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,oil and fats,Oil (vegetable),L,actual,Retail,LYD,5,1.0868
810,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3,0.6521
811,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,6,1.3041
812,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,vegetables and fruits,Onions,KG,actual,Retail,LYD,3.5,0.7607
813,10/15/2017,South,Murzuq,Murzuq,25.91408539,13.9197197,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3,0.6521
838,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.2717
839,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Couscous,KG,actual,Retail,LYD,4.75,1.0324
840,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Pasta,500 G,actual,Retail,LYD,2.5,0.5434
841,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Potatoes,KG,actual,Retail,LYD,3.5,0.7607
842,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Rice,KG,actual,Retail,LYD,4,0.8694
843,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2,0.4347
844,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,12.5,2.7169
845,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,3.5,0.7607
846,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,11.25,2.4453
847,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,3.04,0.6608
848,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,6,1.3041
849,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,24,5.2165
850,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,miscellaneous food,Salt,KG,actual,Retail,LYD,1.75,0.3804
851,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,miscellaneous food,Sugar,KG,actual,Retail,LYD,5,1.0868
852,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,7.75,1.6845
853,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,7.25,1.5758
854,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,2,0.4347
855,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,oil and fats,Oil (vegetable),L,actual,Retail,LYD,4.25,0.9238
856,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3,0.6521
857,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,5,1.0868
858,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,vegetables and fruits,Onions,KG,actual,Retail,LYD,2.63,0.5716
859,10/15/2017,South,Ubari,Ubari,26.58852768,12.76611328,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,3,0.6521
929,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.25,0.2717
930,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Couscous,KG,actual,Retail,LYD,3.5,0.7607
931,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.5,0.326
932,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2,0.4347
933,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Rice,KG,actual,Retail,LYD,3,0.6521
934,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,1.25,0.2717
935,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,9,1.9562
936,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,3.75,0.8151
937,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,9,1.9562
938,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,3.5,0.7607
939,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,3,0.6521
940,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,12.5,2.7169
941,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,miscellaneous food,Salt,KG,actual,Retail,LYD,1,0.2174
942,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,miscellaneous food,Sugar,KG,actual,Retail,LYD,3.25,0.7064
943,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,6.5,1.4128
944,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,5.5,1.1955
945,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.25,0.2717
946,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,oil and fats,Oil (vegetable),L,actual,Retail,LYD,3.5,0.7607
947,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3,0.6521
948,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,2.5,0.5434
949,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,vegetables and fruits,Onions,KG,actual,Retail,LYD,2,0.4347
950,10/15/2017,West,Almargeb,Tarhuna,32.4279213,13.64192581,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,2,0.4347
975,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1,0.2174
976,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Couscous,KG,actual,Retail,LYD,4,0.8694
977,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Pasta,500 G,actual,Retail,LYD,2,0.4347
978,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Potatoes,KG,actual,Retail,LYD,2.5,0.5434
979,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Rice,KG,actual,Retail,LYD,3.5,0.7607
980,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,cereals and tubers,Wheat flour,KG,actual,Retail,LYD,2.25,0.4891
981,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,"meat, fish and eggs",Eggs,30 pcs,actual,Retail,LYD,11.5,2.4996
982,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,"meat, fish and eggs","Fish (tuna, canned)",200 G,actual,Retail,LYD,3.75,0.8151
983,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,LYD,15.5,3.369
984,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,"meat, fish and eggs",Meat (lamb),KG,actual,Retail,LYD,28,6.086
985,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,milk and dairy,Milk (condensed),200 ML,actual,Retail,LYD,2.25,0.4891
986,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,milk and dairy,Milk (pasteurized),L,actual,Retail,LYD,5,1.0868
987,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,LYD,23,4.9992
988,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,miscellaneous food,Salt,KG,actual,Retail,LYD,1.5,0.326
989,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,miscellaneous food,Sugar,KG,actual,Retail,LYD,5,1.0868
990,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,miscellaneous food,Tea (black),250 G,actual,Retail,LYD,2.38,0.5173
991,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,miscellaneous food,Tea (green),250 G,actual,Retail,LYD,1.41,0.3065
992,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,miscellaneous food,Tomatoes (paste),400 G,actual,Retail,LYD,1.5,0.326
993,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,oil and fats,Oil (vegetable),L,actual,Retail,LYD,5,1.0868
994,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,pulses and nuts,Beans,400 G,actual,Retail,LYD,3,0.6521
995,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,pulses and nuts,Chickpeas,400 G,actual,Retail,LYD,3.5,0.7607
996,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,vegetables and fruits,Chili (green),KG,actual,Retail,LYD,3.5,0.7607
997,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,vegetables and fruits,Onions,KG,actual,Retail,LYD,2,0.4347
998,10/15/2017,West,Nalut,Ghadamis,30.12584114,9.490065575,vegetables and fruits,Tomatoes,KG,actual,Retail,LYD,2.5,0.5434
1046,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Bread,5 pcs,actual,Retail,LYD,1.13,0.2456
1047,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Couscous,KG,actual,Retail,LYD,3.5,0.7607
1048,10/15/2017,West,Zwara,Zwara,32.91911316,12.07797241,cereals and tubers,Pasta,500 G,actual,Retail,LYD,1.75,0.3804
